2736659;;;;Adequação  Av. N. S. Ap. - PRFZR_O1A04;OSP Regional;Supervisor Cidade;EMERGENCIAL;33912;SAM - CONCLUIDO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;Não se aplica; $4 689,92 ;01/06/2025;
2736288;;;;PRPNIS_G1M01;OSP Regional;Concluído;INFRAESTRUTURA;33950;SAM - CONCLUIDO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;Não se aplica; $2 314,60 ;01/06/2025;
566644;;;;PRCTA_G1M01;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;ADEQUAÇÃO PREDIAL;33989;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $2 108,96 ;01/06/2025;
Pendente ID;;;;Concretagem 1° etapa anel norte;OSP Regional;Aguardando Fechamento;INFRAESTRUTURA;34010;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente - Aguardando Aprovação (VIVO);; $9 811,67 ;01/07/2025;
Pendente ID;;;;Concretagem 2° etapa anel norte;OSP Regional;Aguardando Fechamento;INFRAESTRUTURA;34014;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente - Aguardando Aprovação (VIVO);; $9 434,25 ;01/08/2025;
Pendente ID;;;;Concretagem 3° etapa anel norte;OSP Regional;Aguardando Fechamento;INFRAESTRUTURA;34015;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente - Aguardando Aprovação (VIVO);; $9 434,25 ;01/09/2025;
-;1-913878068545;NORMATIC TRATAMENTOS TERMICOS LTDA;Cancelado;Cancelado;OSP Control;Cancelado;CORPORATIVO ERB;CANCELADO;CANCELADO ;;EQUIPE TLSV - Gabriel;Cancelado;Cancelado; Cancelado ;;
555664;1959298;VESTE S.A. ESTILO;Cancelado;Cancelado;OSP Control;Cancelado;CORPORATIVO ERB;CANCELADO;CANCELADO ;;EQUIPE TLSV - Gabriel;Cancelado;Cancelado; Cancelado ;;
558769;1-921553912359 ;ARAUCLIN - MEDICINA E SEGURANCA DO TRABALHO LTDA;Cancelado;Cancelado;OSP Control;Cancelado;CORPORATIVO ERB;CANCELADO;CANCELADO ;;EQUIPE TLSV - Gabriel;Cancelado;Cancelado; Cancelado ;;
559412;1948609;ZAMP S.A;Cancelado;Cancelado;OSP Control;Cancelado;CORPORATIVO ERB;CANCELADO;CANCELADO ;;EQUIPE TLSV - Gabriel;Cancelado;Cancelado; Cancelado ;;
559822;1998536;CRISTAL GLASS INDUSTRIA DE VIDROS LTDA;Cancelado;Cancelado;OSP Control;Cancelado;CORPORATIVO ERB;CANCELADO;CANCELADO ;;EQUIPE TLSV - Gabriel;Cancelado;Cancelado; Cancelado ;;
560225;1999968;TECMEDIC COMERCIO DE PRODUTOS MEDICOS LTDA;GUTAVO/JOSE LAURO/EVANDRO/EDERSON;PRKBZ;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33276;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130316041; $1 571,87 ;01/05/2025;
559480;ORD0038132;SGA VEICULOS E PECAS S.A.; EDERSON/TIAGO/COUTO/ERIC/LAURECI/EVANDR/ELIZEU ; PRPNG;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33313;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130315840; $3 063,21 ;01/05/2025;
555344;1976181;VONEX TELECOMUNICACOES LTDA;VALDOMIRO JUNIOR;PRK3K;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33236;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130314362; $3 687,37 ;01/05/2025;
554778;1-918740383563;WIZARD AFONSO PENA;LUCIANO/MIGUEL;SJP-YPF;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33339;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130314458; $2 016,02 ;01/05/2025;
556403;1990500;ANB FARMA LTDA;MICHAEL/EDILBERTO/EVANDRO/ARY/JOSE LAURO/DEIVISON; PRC0S;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33346;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130314509; $6 232,18 ;01/05/2025;
554509;1930815;CAIXA ECONOMICA FEDERAL; GELSON LUIS SANTANA/MICHAEL; PRK3P;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33351;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130314196; $2 043,90 ;01/05/2025;
556927;1989988;ACOS MOURA PRODUTOS SIDERURGICOS LTDA;LUCIANO/MIGUEL; SJP-YBR;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33238;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130314896; $2 414,43 ;01/05/2025;
562175;1-922916274326;INDUSTRIA E COMERCIO DE MAQUINAS AGUIA;LUCIANO NUNES/MARCOS/MARCELO/DEVACIR/GABRIEL/GUSTAVO;PRYRB;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33331;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;333312025; $1 630,72 ;01/05/2025;
554421;1970911;MILANO COMERCIO VAREJISTA DE ALIMENTOS S.A.;MIGUEL/MARCOS AURÉLIO; PRKR3;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33170;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130314485; $3 545,55 ;01/05/2025;
510530;1828559;RI HAPPY BRINQUEDOS S.A;GABRIEL TELES;PRKMS;OSP Control;Medição - Enviado para a Fila GER. IMP - Regional;CORPORATIVO ERB;33337;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130286738; $1 152,97 ;01/05/2025;
553548;1983957;RADIO E TELEVISAO OM LTDA;Marcos/Valdomiro/Luciano/Marcelo/Roberto coto/Miguel Rufino; PRKPZ;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33408;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130314477; $3 001,63 ;01/05/2025;
556422;ORD003060;MIURA DISTRIBUIDORA;EDERSON/ELIZEU/VAGNER ;PRBXS;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33357;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130315481; $4 322,96 ;01/05/2025;
562312;1-92326872429;ROLEPARTS COMERCIO DE PECAS P TRATORES LTDA;MARCOS/LUCIANO/MARCELO/GABRIEL ; PRYPF;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33426;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;334262025; $1 766,22 ;01/05/2025;
559659;1997362;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;"Miguel/Antônio/Luciano
";PRK04;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33496;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ; 334962025; $2 064,68 ;01/05/2025;
559750;ORD0045542;BS CONTABILIDADE E GESTAO DE NEGOCIOS LTDA;"VALDOMIRO/ROGÉRIO/JEAN/JARBAS 
";PRK1D;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33358;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130315842; $2 482,17 ;01/05/2025;
559861;1-922340170970;CASTROSUL INDUSTRIA E COMERCIO DE PLASTICOS LTDA; WILLIAM/ARI/DAVINSON/LUCIANO; PRYRB;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33497;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130316537; $4 355,71 ;01/05/2025;
559818;ORD0045752;HARPIA SERVICOS DE SEGURANCA PRIVADA LTDA ; MARCOS/WILIAN/MARCELO/EDILBERTO/GABRIEL;PRBXH;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33359;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130315843; $3 427,73 ;01/05/2025;
559503;1996899;TECSUL EQUIPAMENTOS E SERVICOS LTDA;EVANDRO/WILLIAN;PRKO3;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33460;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130316147; $3 726,78 ;01/05/2025;
562130;ORD0040797;PROMOVA ACOES E EVENTOS LTDA;EDERSON;PRKID ;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33464;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;334642025; $2 759,44 ;01/05/2025;
547922;1958897;AVENUE HOCHE COMERCIO VAREJISTA DE PRODUTOS LTDA;-;PRKMS;OSP Control;Draft - Aprovado HQ;CORPORATIVO ERB;31291;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Reagendamento;130311908; $4 307,32 ;01/05/2025;
559663;1997008;TELEFONICA WHOLESALES INTERNATIONAL SERVICES ZARA;;PRKSM;OSP Control;Draft - Aprovado HQ;CORPORATIVO ERB;33783;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Reagendamento;130316149; $4 343,48 ;;
563191;1-923657005053;PARANA PERFIS INDUSTRIA E COMERCIO LTDA; MIGUEL APARECIDO DE OLIVEIRA;PRKIC;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;33542;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;563191; $3 429,37 ;;
563194;1968392;UCI RIBEIRO LTDA;;PRKVG;OSP Control;Draft - Aprovado HQ;CORPORATIVO ERB;33567;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Reagendamento;130317895; $3 926,27 ;;
563199;1-924527711551;MOSAIC FERTILIZANTES DO BRASIL LTDA;Cancelado;PRKVG;OSP Control;Cancelado;CORPORATIVO ERB;Cancelado;CANCELADO ;;EQUIPE TLSV - Gabriel;Cancelado;Cancelado; Cancelado ;;
563902;1749425;CM HOSPITALAR S.A. ; RODRIGO EULA ESQUIBEL;PRYRB;OSP Control;Medição - Enviado para a Fila Sagre;CORPORATIVO ERB;34021;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130317930; $2 564,74 ;;
563937;SJP-30QY8ZG2-032;CASTRO SUL IND E COM DE PLATICOS LTDA; MARCOS AURELIO DA SILVA;PRYRB;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33557;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;130317934; $521,25 ;;
563711;2004360;PARANA PERFIS INDUSTRIA E COMERCIO LTDA;MIGUEL APARECIDO;PRKIC;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33548;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130317921; $3 160,23 ;;
2723878;1943864;EBAZAR.COM.BR. LTDA ;MARCOS/ROBERTO COUTO;KCA;OSP Regional;Aguardando Aprovação Comercial;CORPORATIVO ERB;33633;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica; $12 515,45 ;;
558768;1-921546749832;SYSMEX DO BRASIL INDUSTRIA E COMERCIO LTDA;CESAR SANTIAGO ;PRYCR;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33782;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130315367; $2 795,42 ;;
563196;1-924806896757;KENJI INDUSTRIA QUIMICA LTDA;;PRYSA;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33603;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;33603; $2 865,41 ;;
564202;1988363;TELEFONICA BRASIL S.A.;MIGUEL/LUCIANO/JARBAS/JEAN;PRYC2;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33629;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130317938; $2 142,85 ;;
 564281;1937384; KLABIN S.A.;MIGUEL/GABRIEL/ELIZEU;SCRNI;OSP Control;Draft - Enviado para a Fila B2B Custos e Projetos;CORPORATIVO ERB;33743;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;33743; $3 037,82 ;;
564402;2005973;UNIDAS LOCADORA S.A;;PRS0B;OSP Control;Draft - Aprovado HQ;CORPORATIVO ERB;33754;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Pendente Execução- TLSV;"	130317941"; $4 621,17 ;;
564557;1963991;RAIA DROGASIL S/A;ELIZEU/BRUNO/TIAGO;PRGRU;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33701;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;130317942; $1 799,19 ;;
555027;1909945; ITAU UNIBANCO S.A.;GUSTAVO/EVANDRO;NHFZ;OSP Control;Medição - Aprovado HQ;CORPORATIVO ERB;33652;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130314493; $1 898,89 ;01/06/2025;
564711;ORD0034931;INSTITUTO MADALENA SOFIA;GUSTAVO / MARCOS / ADRIANO SALES /  MIGUEL / EDERSON;PRK2M;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33757;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130317944; $2 424,71 ;;
565005;2002255;TECHNOCOAT ARTEFATOS DE PAPEL LTDA;CESAR SANTIAGO ;PRA0F;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33723;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130317947; $188,30 ;;
565141;2005055;RAIA DROGASIL S/A;;PRHJB;OSP Control;Medição - Enviado para a Fila Cidade;CORPORATIVO ERB;33726;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130317962; $1 991,68 ;;
565472;1994794;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS; MARCOS AURELIO DA SILVA;PRKR3;OSP Control;Draft - Aprovado HQ;CORPORATIVO ERB;33742;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;130317963; $4 111,27 ;;
565485;1918076;FUNDO DE UNIVERSALIZACAO DOS SERVICOS DE TELECOMUNICACOES - FUST; EDERSON DOS SANTOS DE FREITAS;PRBAR;OSP Control;Draft - Enviado para a Fila Cidade;CORPORATIVO ERB;33758;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;33758; $3 886,14 ;;
565515;1-925700883772;SENTEC SISTEMA ESPECIALIZADO DE PRONTO ATENDIMENTO IMEDIATO LTDA;;PRS0A;OSP Control;Draft - Enviado para a Fila B2B Custos e Projetos;CORPORATIVO ERB;33849;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Pendente Execução- TLSV;33849; $4 495,12 ;;
565854;1979848;GR SERVICOS E ALIMENTACAO LTDA;;PRKV0;OSP Control;Draft - Enviado para a Fila B2B Custos e Projetos;CORPORATIVO ERB;33914;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Pendente Execução- TLSV;33914; $7 225,79 ;;
334372025;1987194;AMALFI COMERCIO DE ALIMENTOS LTDA;;B2B - GPON;B2B - Bucle;Concluído;CORPORATIVO ERB;33437;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;334372025; $2 056,00 ;01/05/2025;
566673;1-91993635611; DENJUD REFEICOES COLETIVAS ADMINISTRAAOO E SERVICOS LTDA;MARCOS/ADRIANO;PRYPF;OSP Control;Draft - Enviado para a Fila B2B Custos e Projetos;CORPORATIVO ERB;33917;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;33917; $2 175,26 ;;
566979; 1-913207022106;PAVIN MATERIAIS DE CONSTRUÇÃO;ROGERIO/ANTÔNIO;PRBXE;OSP Control;Draft - Enviado para a Fila B2B Custos e Projetos;CORPORATIVO ERB;33951;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;33951; $1 716,37 ;;
566677;2013063;DIGITAL DC BRASIL LTDA;Gustavo ;PRK2C;OSP Control;Draft - Enviado para a Fila B2B Custos e Projetos;CORPORATIVO ERB;33922;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;33922; $3 049,08 ;;
566686;2013065;DIGITAL DC BRASIL LTDA;;PRKOT;OSP Control;Draft - Enviado para a Fila B2B Custos e Projetos;CORPORATIVO ERB;33948;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Executando ;33948; $5 405,19 ;;
566573;1814925;ITAU UNIBANCO S/A;MARCOS/ADRIANO;PRS0A  ;OSP Control;Draft - Enviado para a Fila B2B Custos e Projetos;CORPORATIVO ERB;33936;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;33936; $1 534,26 ;;
567246;2015113;SPECIAL CURE INDUSTRIA E COMERCIO DE LAMPADAS E EQUIPAMENTOS ULTRAVIOLETA LTDA;;PRAES;OSP Control;Draft - Enviado para a Fila Cidade;CORPORATIVO ERB;34094;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;34094; $4 572,56 ;;
567488;"1945119
";TECNODATA EDUCACIONAL LTDA;RODRIGO EULA/ADRIANO SALES/ MARCOS AURELIO;PRKTA ;OSP Control;Draft - Enviado para a Fila GER. IMP - Regional;CORPORATIVO ERB;34008;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;34008; $5 714,72 ;;
568204;2014121;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;;PRK3C;OSP Control;Draft - Em levantamento;CORPORATIVO ERB;;PENDENTE ANEXAR NO SAM;;EQUIPE TLSV - Gabriel;Atividade Pendente Execução- TLSV;;;;
567249;2016896;STOCK MX PRODUTOS AUTOMOTIVOS LTDA;"RODRIGO EULA// ELIZEU// ANTÔNIO 
";PRYRB;OSP Control;Draft - Enviado para a Fila GER. IMP - Regional;CORPORATIVO ERB;34005;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;34005; $5 759,64 ;;
567548;;;;PRCTA_G1I68;OSP Control;Draft - Enviado para a Fila GER. IMP - Regional;ADEQUAÇÃO PREDIAL;34025;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $5 304,68 ;01/06/2025;
567550;;;;PRPNISG1M01;OSP Control;Draft - Enviado para a Fila GER. IMP - Regional;ADEQUAÇÃO PREDIAL;34026;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $1 597,86 ;01/06/2025;
567551;;;;PRCTA_G1I79;OSP Control;Draft - Enviado para a Fila GER. IMP - Regional;ADEQUAÇÃO PREDIAL;34027;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $2 108,96 ;01/06/2025;
Pendente ID;;;;PRCTA_M10;OSP Regional;Aguardando Fechamento;EMERGENCIAL;34036;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente Execução- TLSV;Não se aplica; $1 758,30 ;;
32561;1995142;FORTBRAS AUTOPEÇAS S.A;MARCOS AURELIO/ ROGERIO/ VALDOMIRO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32561;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325612025; $2 056,00 ;01/05/2025;
32569;CTA-301KR3SXD-032;EDITORA JORNAL DO ESTADO LTDA;ROGERIO/ JEAN RAFAEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32569;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325692025; $2 056,00 ;01/05/2025;
32945;1-A343ERXQVC;CIA BEAL DE ALIMENTOS; MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32945;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329452025; $2 056,00 ;01/05/2025;
32953;CTA-30XLY9E8;FARMACIAS NISSEI  ;WILLIAM MAURO /LUCIANO JOSE ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32953;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329532025; $2 056,00 ;01/05/2025;
32913;CTA-30K1V8Z9-032;RASTELLI E ADVOGADOS ASSOCIADOS;ROGERIO/ GUSTAVO /MIGUEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32913;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329132025; $2 056,00 ;01/05/2025;
32952;CTA-301KJDZIJ;ACX SERV DE GESTAO EM TECNOLOGIA DA INFORMACAO LTDA;ROGERIO/ JEAN RAFAEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32952;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329522025; $2 056,00 ;01/05/2025;
32898;CTA-301LOB3PA-032;FUTURAMA ADMINISTRACAO E LOCACAO DE IMOVEIS LTDA EPP;EDILBERTO /MIGUEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32898;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;328982025; $2 056,00 ;01/05/2025;
32893;CTA-301L9TV97-032;O S SECURITIZADORA DE CREDITOS SA;EDILBERTO /MIGUEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32893;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;328932025; $2 056,00 ;01/05/2025;
32926;CTA-30YF0AK1-032;TOPIGS DO BRASIL LTDA PAI; MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32926;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329262025; $2 056,00 ;01/05/2025;
